group_id,split,full_prompt_len,r_end_pos,prefix_len,r_end_token_id,T0_prefix_sha,T1_prefix_sha,T2_prefix_sha,prefix_ids_identical,repeat_max_abs_hidden_diff
143ba7a15fe9c68797c08230ee3931a9dfcfe6f873640ca2fd4f8623e0c2972b,dev,113,96,97,7046,8430a80a619b2b0b21227a7d698d2db35e7ba59fdc1bbb71c3df0e5ebbf5bba7,8430a80a619b2b0b21227a7d698d2db35e7ba59fdc1bbb71c3df0e5ebbf5bba7,8430a80a619b2b0b21227a7d698d2db35e7ba59fdc1bbb71c3df0e5ebbf5bba7,1,0.0
199078912aef9601d43fbb41eeeb0ec45ab7f752eb6378b83eae3b082379161c,dev,117,99,100,38554,a56acc87230e4151e22b2d443c6e9cd92db794a8b8c38bba8ebb41753faae1d1,a56acc87230e4151e22b2d443c6e9cd92db794a8b8c38bba8ebb41753faae1d1,a56acc87230e4151e22b2d443c6e9cd92db794a8b8c38bba8ebb41753faae1d1,1,0.0
1a07b80e58d0120531bcefee7ba132e3bd77bef834bc592741b579d8a1952ad2,dev,119,98,99,41930,1b46306868af2f2806f6c6ee727378d6672d1dd44019a27d739a6628f9632a05,1b46306868af2f2806f6c6ee727378d6672d1dd44019a27d739a6628f9632a05,1b46306868af2f2806f6c6ee727378d6672d1dd44019a27d739a6628f9632a05,1,0.0
1a2ede8310b68c121c2eebd7ad1c6b47b21796df96ea64159dbc9e76f1ae27ba,dev,123,105,106,367,482b5d46f73b4143ecc01491a009fe71085a8c33e3ed8c257185b49840f7ae28,482b5d46f73b4143ecc01491a009fe71085a8c33e3ed8c257185b49840f7ae28,482b5d46f73b4143ecc01491a009fe71085a8c33e3ed8c257185b49840f7ae28,1,0.0
1b113718103da2934eb80b31e07a36abff54f00e7334be16390372856a3b6d5c,dev,116,99,100,9853,a817756e30321893ffd5b6043ff43d8b886c4ff5736aea2f3fff70b96796f44c,a817756e30321893ffd5b6043ff43d8b886c4ff5736aea2f3fff70b96796f44c,a817756e30321893ffd5b6043ff43d8b886c4ff5736aea2f3fff70b96796f44c,1,0.0
1b534c132ccabe1a0e4a1e184b5e57df190c3eef651eeb6d0cce1944eb689ffd,dev,124,106,107,51279,3652a46bcaef2145e4b866ce603886d780bf098430f844ce91792aa0f8fb0035,3652a46bcaef2145e4b866ce603886d780bf098430f844ce91792aa0f8fb0035,3652a46bcaef2145e4b866ce603886d780bf098430f844ce91792aa0f8fb0035,1,0.0
1be6fa12bbdbfbd851812045dffe0981b2fdc90feaecff40cbe7d533433160fb,dev,131,113,114,65122,b7d1da0e66a0435bc442556aa1e2ece014daac22714a28e1d9dcc4751e25570c,b7d1da0e66a0435bc442556aa1e2ece014daac22714a28e1d9dcc4751e25570c,b7d1da0e66a0435bc442556aa1e2ece014daac22714a28e1d9dcc4751e25570c,1,0.0
1beb2aa5b13171309874a37d5260ebb4e081a26981486965e2d55ecbd0e23e72,dev,122,105,106,22351,4ec6377e5c3482f2d2b9a273ca7b9f9c40621f5b9857ccf66c3d5cf132174b1f,4ec6377e5c3482f2d2b9a273ca7b9f9c40621f5b9857ccf66c3d5cf132174b1f,4ec6377e5c3482f2d2b9a273ca7b9f9c40621f5b9857ccf66c3d5cf132174b1f,1,0.0
1c35548b29d8511a72048aa2f5760aa0375a344a23b694ddc903a3c3b9d10eb8,dev,113,95,96,23867,5ca637a981a30589e3725e86adff09add3d3024510834610acf0e3c9d464fc2a,5ca637a981a30589e3725e86adff09add3d3024510834610acf0e3c9d464fc2a,5ca637a981a30589e3725e86adff09add3d3024510834610acf0e3c9d464fc2a,1,0.0
1e775ec427e192a7277498b2b5f22a189e2fd5e4a7ebe9a5d7ceb04d0edb4bea,dev,117,98,99,19847,4d186fd1dcb51d6a15c6b0d2be4ef4fb89996fc861c9cc4ceb0e86da5b70991c,4d186fd1dcb51d6a15c6b0d2be4ef4fb89996fc861c9cc4ceb0e86da5b70991c,4d186fd1dcb51d6a15c6b0d2be4ef4fb89996fc861c9cc4ceb0e86da5b70991c,1,0.0
20ca76d8e4f85568513476a52df419d075d3dd5fc5ccecf57f95ac7dd8fc87e6,dev,115,98,99,47502,80768f2bf554a58119acde318ac85a4ab171be55b6edf9269ed5705d7b5e7e8d,80768f2bf554a58119acde318ac85a4ab171be55b6edf9269ed5705d7b5e7e8d,80768f2bf554a58119acde318ac85a4ab171be55b6edf9269ed5705d7b5e7e8d,1,0.0
21b042f63c92b50654186c8fe4187eace9b61ae49c15626476e5b27ce23675bb,dev,128,110,111,39489,4f3e493bd67e571d32fb4d80a5d2254dc7a9754915de82cbff98865c88cbd273,4f3e493bd67e571d32fb4d80a5d2254dc7a9754915de82cbff98865c88cbd273,4f3e493bd67e571d32fb4d80a5d2254dc7a9754915de82cbff98865c88cbd273,1,0.0
21e85b4efb563c2c7d719cd82eed25f1248ca7f7c8365f703644ce3dc4ad3f31,dev,121,102,103,5106,b2de386c917e546ea6c4c852b856c9670c23a5b16b20fb2e25279ff13acd8b85,b2de386c917e546ea6c4c852b856c9670c23a5b16b20fb2e25279ff13acd8b85,b2de386c917e546ea6c4c852b856c9670c23a5b16b20fb2e25279ff13acd8b85,1,0.0
230f4886e25e9c27f1c5aeb6202ef50688d4072ec21a5516491ea31cdf4274d7,dev,116,98,99,1534,a4db163ac207c6420234d68169ec7c37cc955e6a52a8ff7ada8732e1a5957a64,a4db163ac207c6420234d68169ec7c37cc955e6a52a8ff7ada8732e1a5957a64,a4db163ac207c6420234d68169ec7c37cc955e6a52a8ff7ada8732e1a5957a64,1,0.0
23b2da192ff61c4753bc05910769816eed0a3667db2a4b773622bce58081ef84,dev,127,109,110,24761,16af08f53d0899b5c6343ac975a81b039a6efdb0a09213bfb89887d629a294c8,16af08f53d0899b5c6343ac975a81b039a6efdb0a09213bfb89887d629a294c8,16af08f53d0899b5c6343ac975a81b039a6efdb0a09213bfb89887d629a294c8,1,0.0
24b91442961df4239a123354c44e53dab4a44f7cff6e66fec314c22e1b1540ea,dev,116,99,100,9387,cd94ddf514d584e9496730d28c3cee64b89bb9588060bc964931077805df5c1f,cd94ddf514d584e9496730d28c3cee64b89bb9588060bc964931077805df5c1f,cd94ddf514d584e9496730d28c3cee64b89bb9588060bc964931077805df5c1f,1,0.0
273e7a2bbe79fb45e3da5b01c63233ca2a0293e88be678371d45e6e734eb3687,dev,120,103,104,11051,3e9d8dfe754749a5e61192e2044de08e8357dc0909f6a09521312751eca4949c,3e9d8dfe754749a5e61192e2044de08e8357dc0909f6a09521312751eca4949c,3e9d8dfe754749a5e61192e2044de08e8357dc0909f6a09521312751eca4949c,1,0.0
2a20d544ff618b9501d9400c452e6e02e2e866fa2d6a08fb345c2ffb4f633edb,dev,120,102,103,50452,1ac8a35a1947596eca522bcbcdf88d4c7b45561499cff22b6f1d27538f77dbc0,1ac8a35a1947596eca522bcbcdf88d4c7b45561499cff22b6f1d27538f77dbc0,1ac8a35a1947596eca522bcbcdf88d4c7b45561499cff22b6f1d27538f77dbc0,1,0.0
2b8a5200282c3f8748e7a842c78898590dde7c3432e54daf87ca95ce25b4c54e,dev,116,97,98,14406,d15aad5f0a1ef7da911b7cf9022bf516d10f73f739baab8d5be992879260d624,d15aad5f0a1ef7da911b7cf9022bf516d10f73f739baab8d5be992879260d624,d15aad5f0a1ef7da911b7cf9022bf516d10f73f739baab8d5be992879260d624,1,0.0
2dc8c8368d496987fff43c67a7613468467b611e116687d0980c83a39cd910aa,dev,117,99,100,39127,ef6312d75857439690b57c7501fd54b7493b7197c9b49cd54b70e42983d4e05f,ef6312d75857439690b57c7501fd54b7493b7197c9b49cd54b70e42983d4e05f,ef6312d75857439690b57c7501fd54b7493b7197c9b49cd54b70e42983d4e05f,1,0.0
2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,dev,119,101,102,80373,7e8fef0764528d9f5fb97d7c2c406f8eeae534d6c11dc7f875b8d6a687221510,7e8fef0764528d9f5fb97d7c2c406f8eeae534d6c11dc7f875b8d6a687221510,7e8fef0764528d9f5fb97d7c2c406f8eeae534d6c11dc7f875b8d6a687221510,1,0.0
31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,dev,118,101,102,26374,be2f8dd01cc654c2d6d97c32f9322792ea829afe1ef40536d583a294435af78d,be2f8dd01cc654c2d6d97c32f9322792ea829afe1ef40536d583a294435af78d,be2f8dd01cc654c2d6d97c32f9322792ea829afe1ef40536d583a294435af78d,1,0.0
32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,dev,120,101,102,10704,5e9f7c79ca9785706f5a15a9b4801b8f6f9757ad92b807f1b55e09e8c6565abe,5e9f7c79ca9785706f5a15a9b4801b8f6f9757ad92b807f1b55e09e8c6565abe,5e9f7c79ca9785706f5a15a9b4801b8f6f9757ad92b807f1b55e09e8c6565abe,1,0.0
329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,dev,120,102,103,5269,2e3b0f32e6a4dc4416e5e8169deb6cb94dd7ce445085fb41bb004c015071849d,2e3b0f32e6a4dc4416e5e8169deb6cb94dd7ce445085fb41bb004c015071849d,2e3b0f32e6a4dc4416e5e8169deb6cb94dd7ce445085fb41bb004c015071849d,1,0.0
32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,dev,119,99,100,2356,c46a89595fb3a5e9ed23abdb7d9fea87500cf1c0c7814bc33f553c11c607636c,c46a89595fb3a5e9ed23abdb7d9fea87500cf1c0c7814bc33f553c11c607636c,c46a89595fb3a5e9ed23abdb7d9fea87500cf1c0c7814bc33f553c11c607636c,1,0.0
335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,dev,121,104,105,3100,54c6b1cbe3d9b3e514626eeeec4fd5d46a2abededf15ebcfe3c15e3fcc959640,54c6b1cbe3d9b3e514626eeeec4fd5d46a2abededf15ebcfe3c15e3fcc959640,54c6b1cbe3d9b3e514626eeeec4fd5d46a2abededf15ebcfe3c15e3fcc959640,1,0.0
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,dev,126,109,110,84222,8bbbe26d697e1ccc74d3c3c25c99ef6a72d21a3b4e8ca2d745ffb5113aa02269,8bbbe26d697e1ccc74d3c3c25c99ef6a72d21a3b4e8ca2d745ffb5113aa02269,8bbbe26d697e1ccc74d3c3c25c99ef6a72d21a3b4e8ca2d745ffb5113aa02269,1,0.0
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,dev,118,100,101,32845,0daa60c0557c2768f68b2bf90894f12e8b4e0bc394a25314f9a3d1310138a17c,0daa60c0557c2768f68b2bf90894f12e8b4e0bc394a25314f9a3d1310138a17c,0daa60c0557c2768f68b2bf90894f12e8b4e0bc394a25314f9a3d1310138a17c,1,0.0
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,dev,120,102,103,4802,13d6244c2fe5e6c04214d77d03fa416b8cba2b05597a6c2b983fa6427170aaa8,13d6244c2fe5e6c04214d77d03fa416b8cba2b05597a6c2b983fa6427170aaa8,13d6244c2fe5e6c04214d77d03fa416b8cba2b05597a6c2b983fa6427170aaa8,1,0.0
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,dev,125,107,108,64025,ab340c5df1fe13152578343e81de21f5e1b659bb81ee9500ef89ba079c1d3611,ab340c5df1fe13152578343e81de21f5e1b659bb81ee9500ef89ba079c1d3611,ab340c5df1fe13152578343e81de21f5e1b659bb81ee9500ef89ba079c1d3611,1,0.0
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,dev,117,99,100,523,14247c1909d9dd82ee9615e0257c6510c32f22ab35ba17b2fcd9adfa802739ee,14247c1909d9dd82ee9615e0257c6510c32f22ab35ba17b2fcd9adfa802739ee,14247c1909d9dd82ee9615e0257c6510c32f22ab35ba17b2fcd9adfa802739ee,1,0.0
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,dev,131,112,113,782,3d219124d2d663c3f95a6dac57a36a0052ee76624fa34d0dca4f9d7ddfaf09cc,3d219124d2d663c3f95a6dac57a36a0052ee76624fa34d0dca4f9d7ddfaf09cc,3d219124d2d663c3f95a6dac57a36a0052ee76624fa34d0dca4f9d7ddfaf09cc,1,0.0
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,dev,125,106,107,2914,71e7cdf502d79c0aa2ebd08d69e91db1c0fafdc8ec6bd07a200c6b431b8a2c2c,71e7cdf502d79c0aa2ebd08d69e91db1c0fafdc8ec6bd07a200c6b431b8a2c2c,71e7cdf502d79c0aa2ebd08d69e91db1c0fafdc8ec6bd07a200c6b431b8a2c2c,1,0.0
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,dev,120,102,103,39489,cef9e2497f89c14e1f98b903028f95602e6fa8afb264c96d2c6683c3e6867bc3,cef9e2497f89c14e1f98b903028f95602e6fa8afb264c96d2c6683c3e6867bc3,cef9e2497f89c14e1f98b903028f95602e6fa8afb264c96d2c6683c3e6867bc3,1,0.0
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,dev,123,106,107,36393,6dea079a7bae1997de016f6b73e4c42b97a39087bccfc76891265c25aa0734de,6dea079a7bae1997de016f6b73e4c42b97a39087bccfc76891265c25aa0734de,6dea079a7bae1997de016f6b73e4c42b97a39087bccfc76891265c25aa0734de,1,0.0
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,dev,121,103,104,24078,5ebe3992c8a0b6b5b6b01502f24315f9f88a48fa17c9a759d293c09cf32bf816,5ebe3992c8a0b6b5b6b01502f24315f9f88a48fa17c9a759d293c09cf32bf816,5ebe3992c8a0b6b5b6b01502f24315f9f88a48fa17c9a759d293c09cf32bf816,1,0.0
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,dev,121,103,104,58638,dea91c6c2ed8b9cc1ad17a87d5f193f7459005e22ecee9b97957aa526010a079,dea91c6c2ed8b9cc1ad17a87d5f193f7459005e22ecee9b97957aa526010a079,dea91c6c2ed8b9cc1ad17a87d5f193f7459005e22ecee9b97957aa526010a079,1,0.0
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,dev,114,97,98,19056,326ed852f2f2e152e26bd91f7749f2e8bb73cac72d9872eded1bc8d534f4cafe,326ed852f2f2e152e26bd91f7749f2e8bb73cac72d9872eded1bc8d534f4cafe,326ed852f2f2e152e26bd91f7749f2e8bb73cac72d9872eded1bc8d534f4cafe,1,0.0
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,dev,122,105,106,70323,2b733a3298ce148c60a1c6a1b2ba80b5eb3b5790fc7746a84b9ba346fe7eb8a4,2b733a3298ce148c60a1c6a1b2ba80b5eb3b5790fc7746a84b9ba346fe7eb8a4,2b733a3298ce148c60a1c6a1b2ba80b5eb3b5790fc7746a84b9ba346fe7eb8a4,1,0.0
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,dev,116,98,99,15747,44d7e7f6f020dc2867a705c236d868b0686d71fe3865228fc1be493ae2111725,44d7e7f6f020dc2867a705c236d868b0686d71fe3865228fc1be493ae2111725,44d7e7f6f020dc2867a705c236d868b0686d71fe3865228fc1be493ae2111725,1,0.0
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,dev,133,114,115,82789,74eda98d9ea2a860d33df5dcfe93198129fb8b9736718233dcd16b99457c4dab,74eda98d9ea2a860d33df5dcfe93198129fb8b9736718233dcd16b99457c4dab,74eda98d9ea2a860d33df5dcfe93198129fb8b9736718233dcd16b99457c4dab,1,0.0
406903d1cda4ad5f13b43d25e0af38e781a94521fedb3f39765befa05ecf9299,dev,117,99,100,32869,05447dcc8bf97b67770c25b2f20f0aa7053fc72c19b9088ee5ce6a11a0a480be,05447dcc8bf97b67770c25b2f20f0aa7053fc72c19b9088ee5ce6a11a0a480be,05447dcc8bf97b67770c25b2f20f0aa7053fc72c19b9088ee5ce6a11a0a480be,1,0.0
41488a0975678237b0b358441e37e50020b7824ca58dc2ad8b6b05dbf1dce1e4,dev,121,103,104,12406,c7350eb701796284a15bab8b36d89f4cddec7b5360a9e975ba00b53bc5152ea1,c7350eb701796284a15bab8b36d89f4cddec7b5360a9e975ba00b53bc5152ea1,c7350eb701796284a15bab8b36d89f4cddec7b5360a9e975ba00b53bc5152ea1,1,0.0
41972e19b17353b471daa83ca263985b90734a684c6cf04de158ceba557bba20,dev,118,100,101,459,a8bfa31649dd7a3688cdb585afb14f396018e907d6f356e373a76002727f1d0b,a8bfa31649dd7a3688cdb585afb14f396018e907d6f356e373a76002727f1d0b,a8bfa31649dd7a3688cdb585afb14f396018e907d6f356e373a76002727f1d0b,1,0.0
41bd5c2285dcb3536e999fcd7e2cde21de5cfa8bb2e9842810c6ae8f29e05588,dev,112,95,96,7042,b880ab8d824429f723b91a9a1ac22c1fb9392f0072738135cb8fa6c10e5bcbad,b880ab8d824429f723b91a9a1ac22c1fb9392f0072738135cb8fa6c10e5bcbad,b880ab8d824429f723b91a9a1ac22c1fb9392f0072738135cb8fa6c10e5bcbad,1,0.0
41f4f125f31ef8e2c24b2b54d17e9ec1332933a5182bb658df2b71e74210f07a,dev,116,98,99,850,c5797f55f4d2b72fdc5f6ce6112d3fab7cf947a7e430698b2a46fdc95c7a422e,c5797f55f4d2b72fdc5f6ce6112d3fab7cf947a7e430698b2a46fdc95c7a422e,c5797f55f4d2b72fdc5f6ce6112d3fab7cf947a7e430698b2a46fdc95c7a422e,1,0.0
425597e7c6465516510ec8386f5266b416983270bf2da29be80104b652ec25af,dev,116,99,100,26374,0dcd89f1846f570405fbdbd21efbc594e19d8d7a4992e5bc2ef381e4572f1600,0dcd89f1846f570405fbdbd21efbc594e19d8d7a4992e5bc2ef381e4572f1600,0dcd89f1846f570405fbdbd21efbc594e19d8d7a4992e5bc2ef381e4572f1600,1,0.0
4271cfe8b61a8a3393e85c06aa38d43ea9b075538d57c363e9ce3260328b75b4,dev,118,98,99,2142,8c94665c7a060c3db4c42c9fa633cef590ad1be877a32f37a13f2c03be8cc743,8c94665c7a060c3db4c42c9fa633cef590ad1be877a32f37a13f2c03be8cc743,8c94665c7a060c3db4c42c9fa633cef590ad1be877a32f37a13f2c03be8cc743,1,0.0
439ffe75992797ee13316de00c9d6aa9971cb83d549d64af220f741dded7b4d2,dev,123,105,106,93755,82f8dd0db84e8e23183a863829aa4d8ccaab528dbdc149d550381919f864f7f4,82f8dd0db84e8e23183a863829aa4d8ccaab528dbdc149d550381919f864f7f4,82f8dd0db84e8e23183a863829aa4d8ccaab528dbdc149d550381919f864f7f4,1,0.0
47ccd792c57b9a4d617bbe4826f0c86753850106491369e516ebbb767746ddec,dev,123,104,105,5112,0e052cac92b85d4c88d47e1dc1c7cfd9febed5f5bc37de8066509001484b5dd6,0e052cac92b85d4c88d47e1dc1c7cfd9febed5f5bc37de8066509001484b5dd6,0e052cac92b85d4c88d47e1dc1c7cfd9febed5f5bc37de8066509001484b5dd6,1,0.0
4ac100f8d53d9f95785c499a24bff4d96fdeced0966b21ee7403971c9268cd5a,dev,112,95,96,69919,1f8ed3672ecef838098743018a42f1aa603e17d46117a4ccef94b7bc0a0896a3,1f8ed3672ecef838098743018a42f1aa603e17d46117a4ccef94b7bc0a0896a3,1f8ed3672ecef838098743018a42f1aa603e17d46117a4ccef94b7bc0a0896a3,1,0.0
4c22a7020fcc075f9f948b5b4c877ceab447932756009ccd5e0296cb1c4146fd,dev,122,104,105,46170,423aec6c08eabe236e52e3557f25c04bdaf00f4a4c6baada57da56439d92fb2d,423aec6c08eabe236e52e3557f25c04bdaf00f4a4c6baada57da56439d92fb2d,423aec6c08eabe236e52e3557f25c04bdaf00f4a4c6baada57da56439d92fb2d,1,0.0
50e89b0ddd95fe081a170155268d88b5637809604696c7a6f1e8c642f2b54c5a,dev,116,99,100,9387,176da28223b63cdfccb3ed027f6f638497faeaa99159596a49c1d8f57ea0b173,176da28223b63cdfccb3ed027f6f638497faeaa99159596a49c1d8f57ea0b173,176da28223b63cdfccb3ed027f6f638497faeaa99159596a49c1d8f57ea0b173,1,0.0
510f55edebf39d8098e25f20bf735eb0ce82fee4ce7abf755d8d378d0ae4f9c5,dev,126,109,110,24473,d15a00342a8ca76bdece4b3925395fd813ca32942f91528e0893323e8f23632b,d15a00342a8ca76bdece4b3925395fd813ca32942f91528e0893323e8f23632b,d15a00342a8ca76bdece4b3925395fd813ca32942f91528e0893323e8f23632b,1,0.0
52aba3c550dabe11b7e047ff5a4addc223e7b2d24ee14924ca69cfc2dae3b724,dev,119,102,103,48867,326f9bb71450a60d8e6f4e4f326633a76aa2d0fe8662edc6ff8dbdf71eb14332,326f9bb71450a60d8e6f4e4f326633a76aa2d0fe8662edc6ff8dbdf71eb14332,326f9bb71450a60d8e6f4e4f326633a76aa2d0fe8662edc6ff8dbdf71eb14332,1,0.0
53a9a275a436d8bd4aa6f496fd454816a1ff515b21770e062f15a0df2cb4322d,dev,130,113,114,23035,639946710d1375d419b501671cc5852d8927716653c3785edc08c0ac72b86ec1,639946710d1375d419b501671cc5852d8927716653c3785edc08c0ac72b86ec1,639946710d1375d419b501671cc5852d8927716653c3785edc08c0ac72b86ec1,1,0.0
55bfeb38bb86d674bb85783339e06d4ca643b0f5c853ac48be50f1c5d7d61737,dev,128,109,110,5866,c2c8f9174a6e00cf844c8a409dfb94700a49e44374331d9d29dfbce4f507fe03,c2c8f9174a6e00cf844c8a409dfb94700a49e44374331d9d29dfbce4f507fe03,c2c8f9174a6e00cf844c8a409dfb94700a49e44374331d9d29dfbce4f507fe03,1,0.0
56295692530fff758ebf02124a935e66aace3d3a9b0fb05e6722c4c59406320d,dev,130,109,110,43215,ddb6b4e4770ffc1bb466480dbf8f3cce5e8b15248745b96e042572cc5f97d4b7,ddb6b4e4770ffc1bb466480dbf8f3cce5e8b15248745b96e042572cc5f97d4b7,ddb6b4e4770ffc1bb466480dbf8f3cce5e8b15248745b96e042572cc5f97d4b7,1,0.0
56b5b5d57e2db717fd38c32b39134d4a952db244beb8ba70c8bb0c9abcfbff87,dev,116,98,99,18808,afc4a0217c1a60102d4e68074aa4749a9de310dcc52951bc6937bd8a661c51c8,afc4a0217c1a60102d4e68074aa4749a9de310dcc52951bc6937bd8a661c51c8,afc4a0217c1a60102d4e68074aa4749a9de310dcc52951bc6937bd8a661c51c8,1,0.0
58216f6a2c4312095699a92dde2ec6bc05825a71c6fd9a3b626ee32be792f58c,dev,131,112,113,388,b91fcbf090fbbfb66fde98d0d065f1dd2943de837c2155501e0041f5e78057d7,b91fcbf090fbbfb66fde98d0d065f1dd2943de837c2155501e0041f5e78057d7,b91fcbf090fbbfb66fde98d0d065f1dd2943de837c2155501e0041f5e78057d7,1,0.0
5853dac42c8100da6718a861125bb63c48ba2105a68839a98f110fcb506f21e8,dev,117,100,101,58762,9e8dcdf984c51ae07907388c5224a2282946ef6cadb62f1900405f9768698308,9e8dcdf984c51ae07907388c5224a2282946ef6cadb62f1900405f9768698308,9e8dcdf984c51ae07907388c5224a2282946ef6cadb62f1900405f9768698308,1,0.0
