source_group_id,cell,base_pred,hook_passive_pred,label_match,base_d_raw,hook_passive_d_raw,d_raw_abs_diff
10d1ca49154e403b4cc726dc01e324f7682258a89f9d3e5dfcb79cf6f7ae6c5c,SS,B,B,True,-15.4375,-15.4375,0.0
121e26ee9b46cb89d2b26ca75281dd4a9e3fc03bacd4c01f7791bd5ede17b716,OO,A,A,True,13.453125,13.453125,0.0
121e26ee9b46cb89d2b26ca75281dd4a9e3fc03bacd4c01f7791bd5ede17b716,OS,B,B,True,-21.6875,-21.6875,0.0
121e26ee9b46cb89d2b26ca75281dd4a9e3fc03bacd4c01f7791bd5ede17b716,SO,B,B,True,-15.453125,-15.453125,0.0
121e26ee9b46cb89d2b26ca75281dd4a9e3fc03bacd4c01f7791bd5ede17b716,SS,B,B,True,-10.9375,-10.9375,0.0
13fcd9e40a8a4329cdef20721434615139e6b2dc95f180fe2e64a67038331f22,OO,A,A,True,18.0,18.0,0.0
13fcd9e40a8a4329cdef20721434615139e6b2dc95f180fe2e64a67038331f22,OS,B,B,True,-20.3125,-20.3125,0.0
13fcd9e40a8a4329cdef20721434615139e6b2dc95f180fe2e64a67038331f22,SO,B,B,True,-12.40625,-12.40625,0.0
13fcd9e40a8a4329cdef20721434615139e6b2dc95f180fe2e64a67038331f22,SS,B,B,True,-13.03125,-13.03125,0.0
143ba7a15fe9c68797c08230ee3931a9dfcfe6f873640ca2fd4f8623e0c2972b,OO,A,A,True,17.390625,17.390625,0.0
143ba7a15fe9c68797c08230ee3931a9dfcfe6f873640ca2fd4f8623e0c2972b,OS,B,B,True,-17.140625,-17.140625,0.0
143ba7a15fe9c68797c08230ee3931a9dfcfe6f873640ca2fd4f8623e0c2972b,SO,B,B,True,-19.53125,-19.53125,0.0
143ba7a15fe9c68797c08230ee3931a9dfcfe6f873640ca2fd4f8623e0c2972b,SS,A,A,True,7.0625,7.0625,0.0
199078912aef9601d43fbb41eeeb0ec45ab7f752eb6378b83eae3b082379161c,OO,A,A,True,17.03125,17.03125,0.0
199078912aef9601d43fbb41eeeb0ec45ab7f752eb6378b83eae3b082379161c,OS,B,B,True,-22.28125,-22.28125,0.0
199078912aef9601d43fbb41eeeb0ec45ab7f752eb6378b83eae3b082379161c,SO,B,B,True,-17.34375,-17.34375,0.0
199078912aef9601d43fbb41eeeb0ec45ab7f752eb6378b83eae3b082379161c,SS,B,B,True,-18.046875,-18.046875,0.0
1a07b80e58d0120531bcefee7ba132e3bd77bef834bc592741b579d8a1952ad2,OO,A,A,True,17.40625,17.40625,0.0
1a07b80e58d0120531bcefee7ba132e3bd77bef834bc592741b579d8a1952ad2,OS,B,B,True,-21.9375,-21.9375,0.0
1a07b80e58d0120531bcefee7ba132e3bd77bef834bc592741b579d8a1952ad2,SO,B,B,True,-17.875,-17.875,0.0
1a07b80e58d0120531bcefee7ba132e3bd77bef834bc592741b579d8a1952ad2,SS,B,B,True,-11.8125,-11.8125,0.0
1a2ede8310b68c121c2eebd7ad1c6b47b21796df96ea64159dbc9e76f1ae27ba,OO,A,A,True,16.96875,16.96875,0.0
1a2ede8310b68c121c2eebd7ad1c6b47b21796df96ea64159dbc9e76f1ae27ba,OS,B,B,True,-21.78125,-21.78125,0.0
1a2ede8310b68c121c2eebd7ad1c6b47b21796df96ea64159dbc9e76f1ae27ba,SO,B,B,True,-13.7890625,-13.7890625,0.0
1a2ede8310b68c121c2eebd7ad1c6b47b21796df96ea64159dbc9e76f1ae27ba,SS,B,B,True,-9.375,-9.375,0.0
1b113718103da2934eb80b31e07a36abff54f00e7334be16390372856a3b6d5c,OO,A,A,True,13.734375,13.734375,0.0
1b113718103da2934eb80b31e07a36abff54f00e7334be16390372856a3b6d5c,OS,B,B,True,-19.75,-19.75,0.0
1b113718103da2934eb80b31e07a36abff54f00e7334be16390372856a3b6d5c,SO,B,B,True,-19.03125,-19.03125,0.0
1b113718103da2934eb80b31e07a36abff54f00e7334be16390372856a3b6d5c,SS,B,B,True,-15.111328125,-15.111328125,0.0
1b534c132ccabe1a0e4a1e184b5e57df190c3eef651eeb6d0cce1944eb689ffd,OO,A,A,True,17.375,17.375,0.0
1b534c132ccabe1a0e4a1e184b5e57df190c3eef651eeb6d0cce1944eb689ffd,OS,B,B,True,-21.625,-21.625,0.0
1b534c132ccabe1a0e4a1e184b5e57df190c3eef651eeb6d0cce1944eb689ffd,SO,B,B,True,-1.9375,-1.9375,0.0
1b534c132ccabe1a0e4a1e184b5e57df190c3eef651eeb6d0cce1944eb689ffd,SS,B,B,True,-15.125,-15.125,0.0
1be6fa12bbdbfbd851812045dffe0981b2fdc90feaecff40cbe7d533433160fb,OO,A,A,True,18.25,18.25,0.0
1be6fa12bbdbfbd851812045dffe0981b2fdc90feaecff40cbe7d533433160fb,OS,B,B,True,-21.21875,-21.21875,0.0
1be6fa12bbdbfbd851812045dffe0981b2fdc90feaecff40cbe7d533433160fb,SO,A,A,True,9.21875,9.21875,0.0
1be6fa12bbdbfbd851812045dffe0981b2fdc90feaecff40cbe7d533433160fb,SS,B,B,True,-16.431640625,-16.431640625,0.0
1beb2aa5b13171309874a37d5260ebb4e081a26981486965e2d55ecbd0e23e72,OO,A,A,True,16.26953125,16.26953125,0.0
1beb2aa5b13171309874a37d5260ebb4e081a26981486965e2d55ecbd0e23e72,OS,B,B,True,-20.625,-20.625,0.0
1beb2aa5b13171309874a37d5260ebb4e081a26981486965e2d55ecbd0e23e72,SO,B,B,True,-18.09375,-18.09375,0.0
1beb2aa5b13171309874a37d5260ebb4e081a26981486965e2d55ecbd0e23e72,SS,A,A,True,11.09375,11.09375,0.0
1c35548b29d8511a72048aa2f5760aa0375a344a23b694ddc903a3c3b9d10eb8,OO,A,A,True,16.7109375,16.7109375,0.0
1c35548b29d8511a72048aa2f5760aa0375a344a23b694ddc903a3c3b9d10eb8,OS,B,B,True,-22.75,-22.75,0.0
1c35548b29d8511a72048aa2f5760aa0375a344a23b694ddc903a3c3b9d10eb8,SO,B,B,True,-19.1875,-19.1875,0.0
1c35548b29d8511a72048aa2f5760aa0375a344a23b694ddc903a3c3b9d10eb8,SS,B,B,True,-6.125,-6.125,0.0
1e775ec427e192a7277498b2b5f22a189e2fd5e4a7ebe9a5d7ceb04d0edb4bea,OO,A,A,True,15.53125,15.53125,0.0
1e775ec427e192a7277498b2b5f22a189e2fd5e4a7ebe9a5d7ceb04d0edb4bea,OS,B,B,True,-22.3125,-22.3125,0.0
1e775ec427e192a7277498b2b5f22a189e2fd5e4a7ebe9a5d7ceb04d0edb4bea,SO,B,B,True,-18.65625,-18.65625,0.0
1e775ec427e192a7277498b2b5f22a189e2fd5e4a7ebe9a5d7ceb04d0edb4bea,SS,B,B,True,-15.09375,-15.09375,0.0
20ca76d8e4f85568513476a52df419d075d3dd5fc5ccecf57f95ac7dd8fc87e6,OO,A,A,True,18.390625,18.390625,0.0
20ca76d8e4f85568513476a52df419d075d3dd5fc5ccecf57f95ac7dd8fc87e6,OS,B,B,True,-20.03125,-20.03125,0.0
20ca76d8e4f85568513476a52df419d075d3dd5fc5ccecf57f95ac7dd8fc87e6,SO,B,B,True,-18.71875,-18.71875,0.0
20ca76d8e4f85568513476a52df419d075d3dd5fc5ccecf57f95ac7dd8fc87e6,SS,B,B,True,-15.390625,-15.390625,0.0
21b042f63c92b50654186c8fe4187eace9b61ae49c15626476e5b27ce23675bb,OO,A,A,True,16.859375,16.859375,0.0
21b042f63c92b50654186c8fe4187eace9b61ae49c15626476e5b27ce23675bb,OS,B,B,True,-21.4375,-21.4375,0.0
21b042f63c92b50654186c8fe4187eace9b61ae49c15626476e5b27ce23675bb,SO,B,B,True,-14.3984375,-14.3984375,0.0
21b042f63c92b50654186c8fe4187eace9b61ae49c15626476e5b27ce23675bb,SS,B,B,True,-16.03515625,-16.03515625,0.0
21e85b4efb563c2c7d719cd82eed25f1248ca7f7c8365f703644ce3dc4ad3f31,OO,A,A,True,16.390625,16.390625,0.0
21e85b4efb563c2c7d719cd82eed25f1248ca7f7c8365f703644ce3dc4ad3f31,OS,B,B,True,-20.5625,-20.5625,0.0
21e85b4efb563c2c7d719cd82eed25f1248ca7f7c8365f703644ce3dc4ad3f31,SO,B,B,True,-14.703125,-14.703125,0.0
21e85b4efb563c2c7d719cd82eed25f1248ca7f7c8365f703644ce3dc4ad3f31,SS,B,B,True,-10.09375,-10.09375,0.0
230f4886e25e9c27f1c5aeb6202ef50688d4072ec21a5516491ea31cdf4274d7,OO,A,A,True,17.234375,17.234375,0.0
230f4886e25e9c27f1c5aeb6202ef50688d4072ec21a5516491ea31cdf4274d7,OS,B,B,True,-19.90625,-19.90625,0.0
230f4886e25e9c27f1c5aeb6202ef50688d4072ec21a5516491ea31cdf4274d7,SO,B,B,True,-16.2421875,-16.2421875,0.0
230f4886e25e9c27f1c5aeb6202ef50688d4072ec21a5516491ea31cdf4274d7,SS,B,B,True,-11.625,-11.625,0.0
23b2da192ff61c4753bc05910769816eed0a3667db2a4b773622bce58081ef84,OO,A,A,True,17.375,17.375,0.0
23b2da192ff61c4753bc05910769816eed0a3667db2a4b773622bce58081ef84,OS,B,B,True,-21.875,-21.875,0.0
23b2da192ff61c4753bc05910769816eed0a3667db2a4b773622bce58081ef84,SO,B,B,True,-17.25,-17.25,0.0
23b2da192ff61c4753bc05910769816eed0a3667db2a4b773622bce58081ef84,SS,B,B,True,-13.1875,-13.1875,0.0
24b91442961df4239a123354c44e53dab4a44f7cff6e66fec314c22e1b1540ea,OO,A,A,True,19.46875,19.46875,0.0
24b91442961df4239a123354c44e53dab4a44f7cff6e66fec314c22e1b1540ea,OS,B,B,True,-18.984375,-18.984375,0.0
24b91442961df4239a123354c44e53dab4a44f7cff6e66fec314c22e1b1540ea,SO,B,B,True,-17.671875,-17.671875,0.0
24b91442961df4239a123354c44e53dab4a44f7cff6e66fec314c22e1b1540ea,SS,B,B,True,-9.0,-9.0,0.0
273e7a2bbe79fb45e3da5b01c63233ca2a0293e88be678371d45e6e734eb3687,OO,A,A,True,15.33984375,15.33984375,0.0
273e7a2bbe79fb45e3da5b01c63233ca2a0293e88be678371d45e6e734eb3687,OS,B,B,True,-19.0625,-19.0625,0.0
273e7a2bbe79fb45e3da5b01c63233ca2a0293e88be678371d45e6e734eb3687,SO,B,B,True,-16.03125,-16.03125,0.0
273e7a2bbe79fb45e3da5b01c63233ca2a0293e88be678371d45e6e734eb3687,SS,A,A,True,8.34375,8.34375,0.0
2a20d544ff618b9501d9400c452e6e02e2e866fa2d6a08fb345c2ffb4f633edb,OO,A,A,True,18.1875,18.1875,0.0
2a20d544ff618b9501d9400c452e6e02e2e866fa2d6a08fb345c2ffb4f633edb,OS,B,B,True,-21.65625,-21.65625,0.0
2a20d544ff618b9501d9400c452e6e02e2e866fa2d6a08fb345c2ffb4f633edb,SO,B,B,True,-17.640625,-17.640625,0.0
2a20d544ff618b9501d9400c452e6e02e2e866fa2d6a08fb345c2ffb4f633edb,SS,B,B,True,-19.0,-19.0,0.0
2b8a5200282c3f8748e7a842c78898590dde7c3432e54daf87ca95ce25b4c54e,OO,A,A,True,17.796875,17.796875,0.0
2b8a5200282c3f8748e7a842c78898590dde7c3432e54daf87ca95ce25b4c54e,OS,B,B,True,-21.3125,-21.3125,0.0
2b8a5200282c3f8748e7a842c78898590dde7c3432e54daf87ca95ce25b4c54e,SO,B,B,True,-15.6015625,-15.6015625,0.0
2b8a5200282c3f8748e7a842c78898590dde7c3432e54daf87ca95ce25b4c54e,SS,B,B,True,-9.625,-9.625,0.0
2dc8c8368d496987fff43c67a7613468467b611e116687d0980c83a39cd910aa,OO,A,A,True,17.90625,17.90625,0.0
2dc8c8368d496987fff43c67a7613468467b611e116687d0980c83a39cd910aa,OS,B,B,True,-22.3125,-22.3125,0.0
2dc8c8368d496987fff43c67a7613468467b611e116687d0980c83a39cd910aa,SO,B,B,True,-19.875,-19.875,0.0
2dc8c8368d496987fff43c67a7613468467b611e116687d0980c83a39cd910aa,SS,A,A,True,10.75,10.75,0.0
2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,OO,A,A,True,16.515625,16.515625,0.0
2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,OS,B,B,True,-22.625,-22.625,0.0
2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,SO,B,B,True,-11.09375,-11.09375,0.0
2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,SS,B,B,True,-17.75390625,-17.75390625,0.0
31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,OO,A,A,True,15.734375,15.734375,0.0
31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,OS,B,B,True,-21.21875,-21.21875,0.0
31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,SO,B,B,True,-16.3046875,-16.3046875,0.0
31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,SS,B,B,True,-13.453125,-13.453125,0.0
32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,OO,A,A,True,18.875,18.875,0.0
32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,OS,B,B,True,-21.65625,-21.65625,0.0
32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,SO,B,B,True,-14.580078125,-14.580078125,0.0
32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,SS,B,B,True,-11.125,-11.125,0.0
329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,OO,A,A,True,17.765625,17.765625,0.0
329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,OS,B,B,True,-20.90625,-20.90625,0.0
329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,SO,B,B,True,-14.48046875,-14.48046875,0.0
329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,SS,B,B,True,-18.625,-18.625,0.0
32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,OO,A,A,True,14.6953125,14.6953125,0.0
32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,OS,B,B,True,-21.0625,-21.0625,0.0
32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,SO,A,A,True,7.875,7.875,0.0
32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,SS,B,B,True,-15.6015625,-15.6015625,0.0
335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,OO,A,A,True,16.46484375,16.46484375,0.0
335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,OS,B,B,True,-22.53125,-22.53125,0.0
335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,SO,B,B,True,-17.078125,-17.078125,0.0
335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,SS,B,B,True,-16.16796875,-16.16796875,0.0
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,OO,A,A,True,16.1015625,16.1015625,0.0
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,OS,B,B,True,-22.21875,-22.21875,0.0
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,SO,B,B,True,-17.1171875,-17.1171875,0.0
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,SS,B,B,True,-17.12109375,-17.12109375,0.0
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,OO,A,A,True,17.171875,17.171875,0.0
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,OS,B,B,True,-18.890625,-18.890625,0.0
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,SO,B,B,True,-18.8125,-18.8125,0.0
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,SS,A,A,True,13.1484375,13.1484375,0.0
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,OO,A,A,True,15.515625,15.515625,0.0
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,OS,B,B,True,-21.71875,-21.71875,0.0
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,SO,B,B,True,-20.78125,-20.78125,0.0
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,SS,A,A,True,15.796875,15.796875,0.0
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,OO,A,A,True,18.875,18.875,0.0
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,OS,B,B,True,-21.625,-21.625,0.0
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,SO,B,B,True,-6.125,-6.125,0.0
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,SS,B,B,True,-15.7578125,-15.7578125,0.0
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,OO,A,A,True,18.546875,18.546875,0.0
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,OS,B,B,True,-20.90625,-20.90625,0.0
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,SO,B,B,True,-2.1875,-2.1875,0.0
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,SS,A,A,True,10.21875,10.21875,0.0
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,OO,A,A,True,19.09375,19.09375,0.0
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,OS,B,B,True,-19.59375,-19.59375,0.0
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,SO,B,B,True,-20.15625,-20.15625,0.0
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,SS,A,A,True,11.8125,11.8125,0.0
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,OO,A,A,True,13.46875,13.46875,0.0
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,OS,B,B,True,-18.6875,-18.6875,0.0
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,SO,B,B,True,-17.671875,-17.671875,0.0
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,SS,A,A,True,13.1484375,13.1484375,0.0
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,OO,A,A,True,15.16796875,15.16796875,0.0
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,OS,B,B,True,-20.21875,-20.21875,0.0
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,SO,B,B,True,-17.828125,-17.828125,0.0
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,SS,B,B,True,-7.25,-7.25,0.0
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,OO,A,A,True,18.9375,18.9375,0.0
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,OS,B,B,True,-21.15625,-21.15625,0.0
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,SO,B,B,True,-20.65625,-20.65625,0.0
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,SS,A,A,True,10.0625,10.0625,0.0
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,OO,A,A,True,12.953125,12.953125,0.0
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,OS,B,B,True,-21.25,-21.25,0.0
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,SO,B,B,True,-19.625,-19.625,0.0
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,SS,B,B,True,-14.359375,-14.359375,0.0
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,OO,A,A,True,18.59375,18.59375,0.0
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,OS,B,B,True,-23.125,-23.125,0.0
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,SO,B,B,True,-13.078125,-13.078125,0.0
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,SS,B,B,True,-16.62109375,-16.62109375,0.0
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,OO,A,A,True,16.109375,16.109375,0.0
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,OS,B,B,True,-21.90625,-21.90625,0.0
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,SO,B,B,True,-17.1015625,-17.1015625,0.0
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,SS,B,B,True,-7.6875,-7.6875,0.0
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,OO,A,A,True,18.25,18.25,0.0
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,OS,B,B,True,-20.90625,-20.90625,0.0
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,SO,B,B,True,-19.0,-19.0,0.0
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,SS,A,A,True,10.6875,10.6875,0.0
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,OO,A,A,True,15.890625,15.890625,0.0
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,OS,B,B,True,-20.84375,-20.84375,0.0
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,SO,B,B,True,-16.5,-16.5,0.0
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,SS,B,B,True,-3.0,-3.0,0.0
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,OO,A,A,True,13.09375,13.09375,0.0
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,OS,B,B,True,-19.03125,-19.03125,0.0
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,SO,B,B,True,-19.28125,-19.28125,0.0
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,SS,A,A,True,9.9375,9.9375,0.0
406903d1cda4ad5f13b43d25e0af38e781a94521fedb3f39765befa05ecf9299,OO,A,A,True,17.15625,17.15625,0.0
