group_id,full_prompt_len,r_end_pos,prefix_len,r_end_token_id,candidate_marker_in_prefix,answer_marker_in_prefix,gen_prompt_token_in_prefix,r_end_char_lt_candidate_marker
33331a9722a60168e949cb1768183050a5f2fbbc9f08c51f129ad497d2d5adf7,121,100,101,1082,0,0,0,1
34164b62ddd234883ccd9084e23f699bb481bf7d4d0a1c812c34b304102a6a0e,126,109,110,6819,0,0,0,1
354c4c0af73f18c61fd682acf0ce159acfd2764b15debbecd75fa66b1d46a661,121,103,104,46170,0,0,0,1
35c83d1747aa7e39055b4003d8b538cac00ec01f1885e781b867b50c140f6548,117,99,100,38576,0,0,0,1
3861627e9bf546d33b22b97ef96b935fe435afd7a5e7e613fc405f8376cbaa93,120,102,103,1985,0,0,0,1
38e7b333ec0764d1c63f1b44136eee46e8e0a966926f924363f6a8e3c9a0c161,114,97,98,56578,0,0,0,1
394c05e39449a5f0bea08cc42beb6245e32238b843def14714f4dd4c95e67069,115,98,99,77135,0,0,0,1
39b0956f4848fbf61a5d613dd5339fda318e696ceb2e83948f65fe1f23fa5954,123,105,106,71088,0,0,0,1
39dc6f974681743d4c09fa4c07aa43f5b3d664560751942dece93f5271389fb4,120,102,103,367,0,0,0,1
3bad108a43067cd375bf99f9db90425dbf08b7b5de7cd6ea4310e93cb118dc1e,122,103,104,56578,0,0,0,1
3c4f983813163f867db5294b5d00d0fdbf8e44328b993ba6b56d1c4b19a8f39c,116,97,98,2033,0,0,0,1
3e74c6406e55f7c9d81f2f86ed44d1745d06f472d14edf1031ff7690c306c5e9,112,95,96,2326,0,0,0,1
3e940d8131d891cfd674925eab5f964b0ad1c8dc3c0dd3531f12a73d29dcb2a8,119,101,102,12645,0,0,0,1
3ec4c28917aa49b472b86150bfff6f7fd7739d7074b317a51b6538a3a2b24def,130,113,114,72019,0,0,0,1
3f422c0497db6697bfe7cec52467a6ea7374e452a94d5615bfae4ba5f4cbd006,120,99,100,288,0,0,0,1
3fa776e079fe4725094d8033bc5ca31623877dfd2e878f0b99cfe40e0bf7a061,116,97,98,1849,0,0,0,1
3faf3e597baf96028d1f5fa974839028b5f4f89d4703c352cc5ceb133cb58105,123,104,105,10704,0,0,0,1
40698ab1cb731784d487684217fa63b4e0ac0ee5d4f9413fa6ce4c7e14f023f6,111,94,95,75183,0,0,0,1
416651c1088c65d60e9a76862f0d8f9447787cbb73ae937df70ce6a0a780f855,121,103,104,3365,0,0,0,1
42ae1d25caad7aada7c5ce1bc8f16d0b34742c8a1516c76caa061cf0aa345444,123,105,106,31217,0,0,0,1
444f96f631eb35e895245fb93e8117486a6e21ef21978a1d64de6ba3b8e30d73,125,108,109,6291,0,0,0,1
45375ed9b63ace427ac7805aef9ed0d2c8130dc191cb8ffb872595a0e70b4c60,119,101,102,78911,0,0,0,1
4a8b3d88c385b720d8412b3f05cc1d6830e4f7232af0e2c6fce492e244f50ee2,121,103,104,19519,0,0,0,1
4c43ba0a921d65f74b35219ac7f7ea723a5a916140772ca2c3ea842205ace33f,128,108,109,37997,0,0,0,1
4cac74e614f1080e1084896c2f984087ed1d938b23a394df6fb1a96366914d09,120,102,103,56018,0,0,0,1
4d77237a18e57f170bd5aba380f0c97a1693003f514535d3d027b6352b04951a,137,119,120,33584,0,0,0,1
518916658b53b7c595d903f84c89d74bf97d9002420f0bf193e57daeb8334632,124,107,108,3691,0,0,0,1
527431fbb95bfcb7fd518189f92b359d3a13ef5bf9237b14e73f192a454a5a83,119,100,101,52858,0,0,0,1
54342b4e87016445a7108be078382313738cb2097cbbb17242d2fe9ec713f986,114,97,98,56578,0,0,0,1
55c4940bd1fea1b13bfdee965b94cb85c1423d6f5407eb4efde9678cc2d9bd50,120,101,102,7761,0,0,0,1
563c770421115fc00fd87181ddd7e8fdaf6b427b3e51d5efe7af99ba5438ce4f,118,100,101,90160,0,0,0,1
567aba91f5927cda669be2a0de48be69895c154bb0697738abbb2b3c549e204c,118,100,101,14212,0,0,0,1
5894161f95361ee07b295c9a80652d8938be8b107f082efef11235540b9e4760,138,120,121,15747,0,0,0,1
59eee059d36f0bcdb0971b7e5e8818f5e95e59b838bd3e7e6c87e260f128cff6,120,102,103,3412,0,0,0,1
5aecaabe6ed77b47cd60f08c57762ebf2902feea4f4e665184fc28377f88e110,137,117,118,2142,0,0,0,1
5af9bcf9193bb2bf03dca00e734674e99a30d1a43690c0be6066c03e0aae68a1,122,103,104,2331,0,0,0,1
5b1e9eeaa1fffe4faac24144ff075a1b17caf7b3192f8a8bb0cb9c7d92f69d23,120,103,104,9956,0,0,0,1
5b2ae8a79c65e80f50700763ef67c5a558b66abc23e183c2e01eaccffe362acf,117,100,101,45306,0,0,0,1
5b32ac0dcf8613878dcefc70f27c7c167ba8a7f1b53a0891b5c6de8895593aea,122,103,104,6293,0,0,0,1
5b9fa8bf543b3979992d52cdeaa3e0efe9cc2e6628b3bd223f2cbf9fc2473e4e,130,113,114,45864,0,0,0,1
5be60bda8c25fe3cea267d5025a625d766b8a4060f2de6533aaf514710c3bc5f,122,103,104,29697,0,0,0,1
5c35c346d9fd1f6fbbcb5693803fe1b2fee5c2a754a497f9af41d736544bf72e,123,104,105,19847,0,0,0,1
5df528e1e0ca8a9256117a56334585da64ac5a114b6532e200f5fd62b4904288,118,100,101,57007,0,0,0,1
630cdb88a4a950f9ca2bab9ed50b72c9ed711edf89fec3fcb62169f0feed0a8e,117,98,99,50019,0,0,0,1
6370c9c1e2696d8574f10fec4eb92381b7e8626aa6ff1667aeb4ef3e85c9f410,118,100,101,39489,0,0,0,1
66ef8d13884f8a2d7eebf7550e879f76ac6be83beb6c98bb5c66d13789bd8572,121,104,105,40968,0,0,0,1
66f3d32b8edbb529d425937c026db7b665a85d97c702217c4f13fd4ec513e561,120,102,103,1849,0,0,0,1
69adc4ddc1eed2f1d58e58fe75a49660594dbc98074bf2ac3e083451d5913a52,114,96,97,5269,0,0,0,1
69ec72f8a8d5063ecbf486c7031b5b850bc75dd1b0214d0146afb70656fb6b10,118,101,102,7203,0,0,0,1
6a7e8a6a1d20dd6d8ea830ece8f8758aa1fd30d625efa295459709704e3c8490,119,101,102,38554,0,0,0,1
6c0f6990c5fe304a958f833dcc4832b2d9f876fb94a4cb67b625fc8a878efecd,123,105,106,51655,0,0,0,1
6e110a442e6cccbd48deef0f584298dc21e48ee55499f72b3a4b218862e6817d,117,99,100,956,0,0,0,1
6e7e6bec18c95161bd592d6d7f5baaf138e48395cc369679bf250bd1717f9760,120,101,102,1849,0,0,0,1
6f22e2aba13adbe6dbc7c19e827183af2cbb0418b9fa872bb558d8902af30dac,119,102,103,16566,0,0,0,1
71c5cfc8057a40cd2e4e849d4cd0624172ede85bf49b9a0da5d9baf0269b69b7,120,102,103,29026,0,0,0,1
72e40a306c9b83af773c8f6461dd052a5b49fdd5e2761f9fa82cd66f913d7bf7,119,102,103,44512,0,0,0,1
73ce2339b265eab5a72928f076fe1be30be8fcefa827816c2190c2c719b49d36,126,106,107,50213,0,0,0,1
7661c32a828fbe193b2d54979ffef608e68e2906b79232e37acbc064da7d4bae,116,99,100,46403,0,0,0,1
76cba1d0ac4894fb25bced0f68d05eb8e5057c097a82753807a3b35113b730d3,127,109,110,33072,0,0,0,1
76ef57cbaa3616bdcc0e1001f241a6cf194809ee6068d5dc8ada1470c54e9ae2,111,94,95,12703,0,0,0,1
79b2fcfb7fc719742de39f4efdae85bee94561df0868ebe45e71d21d18492de1,120,103,104,57330,0,0,0,1
7a136468eb4584f7c68e837fbd30b783271fda3a53e7bca02750c7289874526c,117,99,100,83167,0,0,0,1
7d49f9fda3d0f4c4ffb13b05de41ad889456ee58fa8eed70a5690cca7b5e7b59,114,97,98,7203,0,0,0,1
7ead7fbd182779b1139531fca518bbb10179451fa5e2d2a016896c9ee77fc694,121,104,105,10126,0,0,0,1
7f08da23c7df7c84303d38dc3da3491a94e6b7e64d8195c2fe36e317d25d91e2,127,106,107,596,0,0,0,1
7f2e25d2a7a9b0f6772d392e743ce92c1f266f659f3be45e698b84e92ff0473d,112,94,95,95549,0,0,0,1
814c3b02af9a23cd6f217bace1527a9a992967c25e9fb00ff4f56a38c554e3b4,114,97,98,729,0,0,0,1
8243bb3eb76dc33b6b7951c0b0454b33db22488a4ce89a6e560047a4472eac65,121,104,105,6008,0,0,0,1
830f1613a3e4fde8e385c04dd7c85a0d322a4f517f6f91f6451479c41d32c465,118,101,102,50715,0,0,0,1
83bc3502bc83ae3c7af255f67ef22f109121fd64f560b9e6b4c6650a2ad002ce,127,105,106,11958,0,0,0,1
83c43ef95cd86feaa4d7cafaba31c99a0b11ac6e63f2c3ccdad39dd854a63705,116,98,99,482,0,0,0,1
85ff2a48efa2f805afc2b8bd6c9e2697a03d61c89509a958e47739d03d07e4ca,115,97,98,82789,0,0,0,1
8652e65de45d3c7b7113908ed0912d79562d8cea159dd623e5f1cb9c4578fcde,130,109,110,33072,0,0,0,1
8cb8c8a487eed4a27a1c9a18498c77115392dfaf5aa9bd3b9a47cc284a50241b,113,96,97,23035,0,0,0,1
8e59664d7ddc5d1cec6569c6b2f8e0f62b64867af1155f8d184e9c62d3b56639,125,106,107,28370,0,0,0,1
90f7507ec3dd148b910813cea8d46512745c5424e6801e5e316e62a1c36bafad,118,101,102,6783,0,0,0,1
9231975998fb7b078bde40dac11a13ab656733561a116d17d880e3a84b3ae45f,135,118,119,24473,0,0,0,1
92fbc4d48b7d2fdbdf4810372b19b34cd67891d8ac489cd6337ef50144e617a8,127,110,111,56578,0,0,0,1
94dc3797b53bfc07c278f96cca5422bfeb6aad7ff03ba14ebc8b03e69672faff,117,98,99,41291,0,0,0,1
966faafc1b0830c41eb085c3613d4c56ac1a538a3223168322c0280fddfb7109,116,99,100,56578,0,0,0,1
9c7fff9f49c66c9fa9bda19129c109b3b85b775e970d0366d987d1da8b7effc4,124,106,107,24473,0,0,0,1
9cc5f16d8852f62b212b35f5bcaba27ecf4562d0023e03ca07cbe759141c161b,126,107,108,1849,0,0,0,1
a0c23d74eb1f44bb33bb92e3ff5d85fe5fa94766cb4ac74d23b4e58ed10532a7,123,103,104,7761,0,0,0,1
a189a5d6a83bdbed8c1312e06a718f57b40810f2b1ab809f7db8430e7844fd13,128,106,107,56465,0,0,0,1
a1fe066caa990229fe2f81e819eb29d5370f8c3bc9badd1896ff798671a4d30f,117,98,99,64,0,0,0,1
a2c30a3cba01f28f3380d906909678b1ce72529435e0f549688c13238feaf2ba,130,111,112,35642,0,0,0,1
a4837c7d5887344c2c27f056e8da41d2d5bf9a6ffd992c6857341f9b5a16998c,114,97,98,11466,0,0,0,1
a50603c903b2a3cdae645ef4e5e3df9d131b4ed402b19a7c694797f0fb9f8eee,114,97,98,15099,0,0,0,1
a5127b7ad51db47fce2158ac541679a9a1df63d6502779105e66db9fb1dd81cd,114,96,97,9315,0,0,0,1
a5408fc525209a135f95ce4a362c9a83098f62159d91b5293eae76291af4d80f,122,105,106,79835,0,0,0,1
a5a101ba134c27c80c0d030aa9f83076ac4c45ba8ce33c21a8762b2c5d6c4abe,126,108,109,31217,0,0,0,1
a960b5fdd5c168b722e1aa5d9272de1cf042781ba85d34155afc198c1ea1633b,127,109,110,31217,0,0,0,1
aaeb33336b3b90d29c2dbc99517b11ccf8e6f9e8b702da22c5672db3638b2124,113,96,97,8225,0,0,0,1
ab478a07f27ff94c4fd8df80d2aa96bf4ca38774775971f90722fe3c973bd07a,110,93,94,22350,0,0,0,1
ac1f207a1b82579c99c063d29fe71d8ad811ae9248e41b1b00e4d1d251fc6e11,118,100,101,18636,0,0,0,1
ac289b076db7f8c437c503d4d7b8ac5fb0ec566420aa78e6b754c825fd00890b,127,107,108,285,0,0,0,1
ad263f2daeea3bb04de39722736fe5e129b9c08351551906b4514d257f29594c,138,121,122,69081,0,0,0,1
af21dd7b04f4d3724a97c0be422196b421cd94beda549bd28d30774c3469479f,112,95,96,4802,0,0,0,1
b0a63dbb1ca1ad839adb385d022a8c4dc1c4ffebbbeb4ff53aa590dad0d1bdef,125,108,109,6008,0,0,0,1
b0aae2d7674314f1f2d4120e0979503489d2e8fa11938f75111bb9ee2b0bafb3,114,96,97,16224,0,0,0,1
b30b42c6e3345436ce3a1e7dddeb26a82974fa43522b15951de0510efcf96e56,133,115,116,6513,0,0,0,1
b4b1c7c538b873dc6133a8c3dabd475f4c10b5308d986a10a44301cb113cd3a5,126,109,110,48186,0,0,0,1
b66c463fe4c8be3b225a5b6cc5fadbf383aa6948dbea4d8928b6440db507cbb8,132,114,115,80373,0,0,0,1
b6bf283e65859119399a4df0cbe6577fdffe228f3aebb120455d87984df8bbbe,122,105,106,3015,0,0,0,1
b6d439f57a5625c55a4aa85bfdb0c2742aa539736dd5dd00713dd7d4ec19a93f,123,105,106,4925,0,0,0,1
ba046afe8639b517312349523e13498c26fc24ee9b0262bfaf2931c80de6f67f,126,108,109,49687,0,0,0,1
bbba845e8bf460da3931bd9f4f006dbd491c69f994274a5f1df1be34464a5323,127,109,110,38554,0,0,0,1
bbe1b6a4254a81f06e2b1afd9b3c07fe57f0c0f0355be36f388332af4a9054f5,119,100,101,64025,0,0,0,1
be39df3acddee18a14082d7bf9ae17bda363ab6b4f656d501aa426a9ebbf2fd9,120,100,101,27796,0,0,0,1
bf9a7d1f31bf7e94867546faf4aa070fc0b1d106eb15571fadc09c7f2c013931,126,108,109,33072,0,0,0,1
c045c2e6adde440aa80138cced4f2663cdafd3ae73776b83c978c31629f9963b,129,112,113,22350,0,0,0,1
c126cf05c0652eccb48bca002865f9dd3243ea3669d4b8d8e50916020f642256,119,102,103,41400,0,0,0,1
c40e58a4b332adb399a82fe8878768a8d100f40031170caf687f115204b5fa64,125,105,106,3015,0,0,0,1
c56f4430a775c8cb00d3f7edfa119b3209cfa1a1e6571d5eea5dce8c15f2c82c,121,104,105,30276,0,0,0,1
c70f375aee86f7b004d3331efb748b8d7432ee0129e42c44c1f27c92a26c47c9,114,96,97,658,0,0,0,1
c8d12526cadebd059b3ffe839533aa67973e7858891e122edd92c39c5d4c294a,125,107,108,24544,0,0,0,1
cb31d7ec58f5c6a78f40c7d8399e05bfbd624c73f8023faf1b94636314c964bb,134,115,116,1042,0,0,0,1
cbe5687a785d28d85e4b0a8c9897b09de62444ab3fdf42ed5752503888d4233e,118,100,101,1849,0,0,0,1
ccae0c822a8fa11e6acd61fc8c7517f01cfad2ba424fceb67ea9e0fe5811907f,121,102,103,15279,0,0,0,1
ccd52e138d63bc036bb7da72c42e93bff5df1376e93fb690eaee59a5d96a9ea3,113,95,96,9142,0,0,0,1
ce0b1c8c515cc775e5f9f5a3be260f87ab261864a6272915abd5e729fa38bec7,114,96,97,56997,0,0,0,1
ce2679e9cd8c8b40e447acf66ce2c53b4ef970827350b993020fd65f82bd5fba,124,105,106,32711,0,0,0,1
ce35be421f35a2a4b4f1c644f5de7e715cc2154247c02a62cc05dd0b1d0201da,133,113,114,5372,0,0,0,1
d1a3952e622c338d44ac7a7975354309726e6ec160a8ed68e85183c55d4b1b9a,135,116,117,1276,0,0,0,1
d255be90b09613088110f3ee2cf48abf6e2c31e6f21027f1408abcb0d7bff6f0,118,100,101,459,0,0,0,1
d3ff6ae9b2209bf3046a8294f891b11c703d671378c3eef62d2244a66e521178,123,104,105,4776,0,0,0,1
d44bac6517ce7af3353e7dc71790fd5b5da16974a23d8ff99cf203ca1f3b4087,117,100,101,70054,0,0,0,1
d45f28ee230473aa01ca7fbe70829c6e61852fcb6286bed284c05ba68a83ba4b,126,109,110,2805,0,0,0,1
d56d96e6b32c0f1f6fbeb184127275381de9e2cdf49c04d8d4b6344ab71b782e,116,99,100,96926,0,0,0,1
d6f798f01a8aa0e05ba6c26d0382cd29226af49993e70dfc41f7300ff6eb83ce,131,112,113,77682,0,0,0,1
d70ff0b410a455d824ddd06a6ff2e11f8f25d59eb27b2220b16d99d6b5d26996,115,98,99,41400,0,0,0,1
da63b300ff769e5325ea2aad36a2ca09dbf547c90c11d7e5a7a7c2a9d3cacf7b,118,101,102,26583,0,0,0,1
daad8e7e7c9fa0c0ee2e0023cf97559a06ec50687f8ccb79aadb7271f024ed6d,114,97,98,57330,0,0,0,1
dbb3bba0fd142aadfc0c65ec0a6d74d4b46a71b5a503f0753c761c7218c70edc,139,122,123,12499,0,0,0,1
ddaa0eb8a7cbdc3c853d57be6b92d3e0db62a5c6cd49b49e4c1b48e4f90242c1,124,106,107,7540,0,0,0,1
deb99eec153cd41123ea52afdc183250f3300e09fa64d5ce1c7f103bedfad095,117,99,100,10775,0,0,0,1
def98cc9c84e87f5b1bad3f7a8de62379befe44852d29f0edc3ac04b5b0b210a,121,103,104,73667,0,0,0,1
e095dab8f9421ee580374e403b3d4fec090f13475cd06ddabc3e387504cf5cc6,129,111,112,55987,0,0,0,1
e13b4cf23d37a393a0ce8ed8040241e188d0d44e57fd0e5d731a51d8e3724bd7,118,100,101,37652,0,0,0,1
e1b0e556b4b0c27db04596be8af74626b316b5a5eb2e673e7f18ee96ee0aabf8,123,106,107,82561,0,0,0,1
e201e1165285b4bd61569fd59d7a376844867ec768b6a14fa2a68f7052b27c9a,118,101,102,78684,0,0,0,1
e2b4bd824b3c2145fab90df5bc6bade3639e2a942074d49b89ecd7176da97324,119,100,101,2416,0,0,0,1
e2fba6b5707b5ba3fda203b040dce7ad303309116698b7d475a2af3045db3f4f,122,104,105,17125,0,0,0,1
e307e67382913bd6d1cbbb3f98a0417bf0b703e42b83ae5de5f5a36e5697eb72,121,102,103,4448,0,0,0,1
e40a789de1764edb027c82a0a59746bd11f483c462c4d84aebe138616d2cbcaf,143,123,124,50213,0,0,0,1
e97c15ef5b512fa4a370e49f66e8940da4019a41ed0d0175e80919ab3590af75,115,97,98,17125,0,0,0,1
eaa1d97d01da32cf7b10176f0b1fbf9b177a2308fcbe3b75e320a4be0b389d08,131,110,111,1082,0,0,0,1
ef3d61b74af8941064a909b273e17bbc8266f2545a89974df2497e395a3c8bb7,120,101,102,23157,0,0,0,1
f158c8899ebf98eb29b64bb12733a560849b08232d499d503057d0e565a54d45,121,103,104,1849,0,0,0,1
f4624d4c8dcd2d63c96c3e7551e23d7644c2374fb2afc9059aea0b73e813bd9c,127,110,111,4802,0,0,0,1
f49aa09d59adcc72d3155d742f125df25a420304f6a1f30d6b4959809cdea2c4,121,103,104,4802,0,0,0,1
f551d02d1e4f1ebb6f5daca3923e9098af4c0cea879a2444e068e454109be7be,118,100,101,7497,0,0,0,1
f5aea3cc4333824416a2e60bc1ffa0d37c866e53e84ca91002bef7b0015fbe4d,112,95,96,56578,0,0,0,1
f696a5a6e398296c29bf75aa10252060f64432acc4286453d240e2da43fbe644,118,101,102,7761,0,0,0,1
f7ed76630dcd8576ddce2626227f7c4cac2dafaa8bd02791a38c5dfa3b53a0f2,118,100,101,39489,0,0,0,1
fab3b955cb082eceaca7be7e6cf0221e2c37e4288bfd62a4ad0bbe0dc6096a73,116,98,99,1965,0,0,0,1
fe2a18aba063b4f66fc1e6599b9cfd51a1caea30686193f3cf0d316f1c430439,116,99,100,12300,0,0,0,1
ff5591d3c522294a132d32c6e1a6d20c54ec766094cc7d37704b6b991323a0fe,140,120,121,6295,0,0,0,1
