source_group_id,l_A,l_B,d_raw,y
72e40a306c9b83af773c8f6461dd052a5b49fdd5e2761f9fa82cd66f913d7bf7,8.375,16.75,-8.375,1
73ce2339b265eab5a72928f076fe1be30be8fcefa827816c2190c2c719b49d36,4.96875,18.5,-13.53125,1
7661c32a828fbe193b2d54979ffef608e68e2906b79232e37acbc064da7d4bae,7.4375,17.0,-9.5625,1
76cba1d0ac4894fb25bced0f68d05eb8e5057c097a82753807a3b35113b730d3,0.333984375,16.25,-15.916015625,1
76ef57cbaa3616bdcc0e1001f241a6cf194809ee6068d5dc8ada1470c54e9ae2,16.5,4.71875,11.78125,0
79b2fcfb7fc719742de39f4efdae85bee94561df0868ebe45e71d21d18492de1,4.59375,17.5,-12.90625,1
7a136468eb4584f7c68e837fbd30b783271fda3a53e7bca02750c7289874526c,-0.189453125,16.75,-16.939453125,1
7d49f9fda3d0f4c4ffb13b05de41ad889456ee58fa8eed70a5690cca7b5e7b59,4.375,17.75,-13.375,1
7ead7fbd182779b1139531fca518bbb10179451fa5e2d2a016896c9ee77fc694,15.375,16.375,-1.0,1
7f08da23c7df7c84303d38dc3da3491a94e6b7e64d8195c2fe36e317d25d91e2,12.125,17.125,-5.0,1
7f2e25d2a7a9b0f6772d392e743ce92c1f266f659f3be45e698b84e92ff0473d,8.8125,17.375,-8.5625,1
814c3b02af9a23cd6f217bace1527a9a992967c25e9fb00ff4f56a38c554e3b4,14.0,16.375,-2.375,1
8243bb3eb76dc33b6b7951c0b0454b33db22488a4ce89a6e560047a4472eac65,7.15625,16.75,-9.59375,1
830f1613a3e4fde8e385c04dd7c85a0d322a4f517f6f91f6451479c41d32c465,-1.609375,16.5,-18.109375,1
83bc3502bc83ae3c7af255f67ef22f109121fd64f560b9e6b4c6650a2ad002ce,7.65625,18.0,-10.34375,1
83c43ef95cd86feaa4d7cafaba31c99a0b11ac6e63f2c3ccdad39dd854a63705,7.71875,17.75,-10.03125,1
85ff2a48efa2f805afc2b8bd6c9e2697a03d61c89509a958e47739d03d07e4ca,3.34375,16.5,-13.15625,1
8652e65de45d3c7b7113908ed0912d79562d8cea159dd623e5f1cb9c4578fcde,3.84375,18.875,-15.03125,1
8cb8c8a487eed4a27a1c9a18498c77115392dfaf5aa9bd3b9a47cc284a50241b,0.99609375,16.875,-15.87890625,1
8e59664d7ddc5d1cec6569c6b2f8e0f62b64867af1155f8d184e9c62d3b56639,9.6875,17.875,-8.1875,1
90f7507ec3dd148b910813cea8d46512745c5424e6801e5e316e62a1c36bafad,17.25,3.859375,13.390625,0
9231975998fb7b078bde40dac11a13ab656733561a116d17d880e3a84b3ae45f,2.5,18.0,-15.5,1
92fbc4d48b7d2fdbdf4810372b19b34cd67891d8ac489cd6337ef50144e617a8,5.15625,18.75,-13.59375,1
94dc3797b53bfc07c278f96cca5422bfeb6aad7ff03ba14ebc8b03e69672faff,6.6875,19.0,-12.3125,1
966faafc1b0830c41eb085c3613d4c56ac1a538a3223168322c0280fddfb7109,5.9375,17.25,-11.3125,1
9c7fff9f49c66c9fa9bda19129c109b3b85b775e970d0366d987d1da8b7effc4,16.875,6.34375,10.53125,0
9cc5f16d8852f62b212b35f5bcaba27ecf4562d0023e03ca07cbe759141c161b,14.3125,18.125,-3.8125,1
a0c23d74eb1f44bb33bb92e3ff5d85fe5fa94766cb4ac74d23b4e58ed10532a7,14.4375,16.25,-1.8125,1
a189a5d6a83bdbed8c1312e06a718f57b40810f2b1ab809f7db8430e7844fd13,13.8125,-2.921875,16.734375,0
a1fe066caa990229fe2f81e819eb29d5370f8c3bc9badd1896ff798671a4d30f,1.7421875,16.25,-14.5078125,1
a2c30a3cba01f28f3380d906909678b1ce72529435e0f549688c13238feaf2ba,4.875,19.125,-14.25,1
a4837c7d5887344c2c27f056e8da41d2d5bf9a6ffd992c6857341f9b5a16998c,17.375,14.875,2.5,0
a50603c903b2a3cdae645ef4e5e3df9d131b4ed402b19a7c694797f0fb9f8eee,3.171875,17.375,-14.203125,1
a5127b7ad51db47fce2158ac541679a9a1df63d6502779105e66db9fb1dd81cd,16.25,7.09375,9.15625,0
a5408fc525209a135f95ce4a362c9a83098f62159d91b5293eae76291af4d80f,-1.171875,17.0,-18.171875,1
a5a101ba134c27c80c0d030aa9f83076ac4c45ba8ce33c21a8762b2c5d6c4abe,10.125,18.125,-8.0,1
a960b5fdd5c168b722e1aa5d9272de1cf042781ba85d34155afc198c1ea1633b,2.40625,17.875,-15.46875,1
aaeb33336b3b90d29c2dbc99517b11ccf8e6f9e8b702da22c5672db3638b2124,16.75,16.25,0.5,0
ab478a07f27ff94c4fd8df80d2aa96bf4ca38774775971f90722fe3c973bd07a,-0.443359375,16.25,-16.693359375,1
ac1f207a1b82579c99c063d29fe71d8ad811ae9248e41b1b00e4d1d251fc6e11,16.5,6.5625,9.9375,0
ac289b076db7f8c437c503d4d7b8ac5fb0ec566420aa78e6b754c825fd00890b,3.9375,17.625,-13.6875,1
ad263f2daeea3bb04de39722736fe5e129b9c08351551906b4514d257f29594c,16.125,8.0625,8.0625,0
af21dd7b04f4d3724a97c0be422196b421cd94beda549bd28d30774c3469479f,-1.515625,15.0,-16.515625,1
b0a63dbb1ca1ad839adb385d022a8c4dc1c4ffebbbeb4ff53aa590dad0d1bdef,16.125,4.3125,11.8125,0
b0aae2d7674314f1f2d4120e0979503489d2e8fa11938f75111bb9ee2b0bafb3,7.34375,18.625,-11.28125,1
b30b42c6e3345436ce3a1e7dddeb26a82974fa43522b15951de0510efcf96e56,7.0625,17.0,-9.9375,1
b4b1c7c538b873dc6133a8c3dabd475f4c10b5308d986a10a44301cb113cd3a5,3.125,17.5,-14.375,1
b66c463fe4c8be3b225a5b6cc5fadbf383aa6948dbea4d8928b6440db507cbb8,-0.890625,18.25,-19.140625,1
b6bf283e65859119399a4df0cbe6577fdffe228f3aebb120455d87984df8bbbe,15.0625,14.1875,0.875,0
b6d439f57a5625c55a4aa85bfdb0c2742aa539736dd5dd00713dd7d4ec19a93f,15.8125,14.0,1.8125,0
ba046afe8639b517312349523e13498c26fc24ee9b0262bfaf2931c80de6f67f,1.484375,17.25,-15.765625,1
bbba845e8bf460da3931bd9f4f006dbd491c69f994274a5f1df1be34464a5323,2.515625,18.0,-15.484375,1
bbe1b6a4254a81f06e2b1afd9b3c07fe57f0c0f0355be36f388332af4a9054f5,8.9375,18.375,-9.4375,1
be39df3acddee18a14082d7bf9ae17bda363ab6b4f656d501aa426a9ebbf2fd9,0.64453125,17.875,-17.23046875,1
bf9a7d1f31bf7e94867546faf4aa070fc0b1d106eb15571fadc09c7f2c013931,-0.053466796875,16.25,-16.303466796875,1
c045c2e6adde440aa80138cced4f2663cdafd3ae73776b83c978c31629f9963b,-1.6328125,16.5,-18.1328125,1
c126cf05c0652eccb48bca002865f9dd3243ea3669d4b8d8e50916020f642256,12.625,17.0,-4.375,1
c40e58a4b332adb399a82fe8878768a8d100f40031170caf687f115204b5fa64,9.5625,17.0,-7.4375,1
c56f4430a775c8cb00d3f7edfa119b3209cfa1a1e6571d5eea5dce8c15f2c82c,8.0625,18.125,-10.0625,1
c70f375aee86f7b004d3331efb748b8d7432ee0129e42c44c1f27c92a26c47c9,8.75,18.25,-9.5,1
c8d12526cadebd059b3ffe839533aa67973e7858891e122edd92c39c5d4c294a,5.5625,17.5,-11.9375,1
cb31d7ec58f5c6a78f40c7d8399e05bfbd624c73f8023faf1b94636314c964bb,9.5625,18.375,-8.8125,1
cbe5687a785d28d85e4b0a8c9897b09de62444ab3fdf42ed5752503888d4233e,17.25,10.8125,6.4375,0
ccae0c822a8fa11e6acd61fc8c7517f01cfad2ba424fceb67ea9e0fe5811907f,10.6875,17.0,-6.3125,1
ccd52e138d63bc036bb7da72c42e93bff5df1376e93fb690eaee59a5d96a9ea3,15.25,3.453125,11.796875,0
ce0b1c8c515cc775e5f9f5a3be260f87ab261864a6272915abd5e729fa38bec7,4.65625,17.75,-13.09375,1
ce2679e9cd8c8b40e447acf66ce2c53b4ef970827350b993020fd65f82bd5fba,0.671875,16.875,-16.203125,1
ce35be421f35a2a4b4f1c644f5de7e715cc2154247c02a62cc05dd0b1d0201da,1.140625,18.125,-16.984375,1
d1a3952e622c338d44ac7a7975354309726e6ec160a8ed68e85183c55d4b1b9a,3.890625,18.0,-14.109375,1
d255be90b09613088110f3ee2cf48abf6e2c31e6f21027f1408abcb0d7bff6f0,1.609375,16.5,-14.890625,1
d3ff6ae9b2209bf3046a8294f891b11c703d671378c3eef62d2244a66e521178,14.9375,3.765625,11.171875,0
d44bac6517ce7af3353e7dc71790fd5b5da16974a23d8ff99cf203ca1f3b4087,1.7578125,16.875,-15.1171875,1
d45f28ee230473aa01ca7fbe70829c6e61852fcb6286bed284c05ba68a83ba4b,17.875,10.5625,7.3125,0
d56d96e6b32c0f1f6fbeb184127275381de9e2cdf49c04d8d4b6344ab71b782e,1.0234375,15.75,-14.7265625,1
d6f798f01a8aa0e05ba6c26d0382cd29226af49993e70dfc41f7300ff6eb83ce,5.6875,17.75,-12.0625,1
d70ff0b410a455d824ddd06a6ff2e11f8f25d59eb27b2220b16d99d6b5d26996,17.125,10.0,7.125,0
da63b300ff769e5325ea2aad36a2ca09dbf547c90c11d7e5a7a7c2a9d3cacf7b,5.15625,17.5,-12.34375,1
daad8e7e7c9fa0c0ee2e0023cf97559a06ec50687f8ccb79aadb7271f024ed6d,12.0625,18.375,-6.3125,1
dbb3bba0fd142aadfc0c65ec0a6d74d4b46a71b5a503f0753c761c7218c70edc,-1.0234375,16.875,-17.8984375,1
ddaa0eb8a7cbdc3c853d57be6b92d3e0db62a5c6cd49b49e4c1b48e4f90242c1,1.0078125,17.25,-16.2421875,1
deb99eec153cd41123ea52afdc183250f3300e09fa64d5ce1c7f103bedfad095,8.375,16.75,-8.375,1
def98cc9c84e87f5b1bad3f7a8de62379befe44852d29f0edc3ac04b5b0b210a,-1.2109375,16.5,-17.7109375,1
e095dab8f9421ee580374e403b3d4fec090f13475cd06ddabc3e387504cf5cc6,11.125,16.5,-5.375,1
e13b4cf23d37a393a0ce8ed8040241e188d0d44e57fd0e5d731a51d8e3724bd7,13.0625,-3.484375,16.546875,0
e1b0e556b4b0c27db04596be8af74626b316b5a5eb2e673e7f18ee96ee0aabf8,-0.5625,17.0,-17.5625,1
e201e1165285b4bd61569fd59d7a376844867ec768b6a14fa2a68f7052b27c9a,0.96484375,16.5,-15.53515625,1
e2b4bd824b3c2145fab90df5bc6bade3639e2a942074d49b89ecd7176da97324,9.125,17.125,-8.0,1
e2fba6b5707b5ba3fda203b040dce7ad303309116698b7d475a2af3045db3f4f,-1.5859375,16.875,-18.4609375,1
e307e67382913bd6d1cbbb3f98a0417bf0b703e42b83ae5de5f5a36e5697eb72,1.609375,16.375,-14.765625,1
e40a789de1764edb027c82a0a59746bd11f483c462c4d84aebe138616d2cbcaf,9.1875,16.875,-7.6875,1
e97c15ef5b512fa4a370e49f66e8940da4019a41ed0d0175e80919ab3590af75,1.6953125,16.75,-15.0546875,1
eaa1d97d01da32cf7b10176f0b1fbf9b177a2308fcbe3b75e320a4be0b389d08,7.96875,18.5,-10.53125,1
ef3d61b74af8941064a909b273e17bbc8266f2545a89974df2497e395a3c8bb7,12.5,-5.03125,17.53125,0
f158c8899ebf98eb29b64bb12733a560849b08232d499d503057d0e565a54d45,4.90625,17.125,-12.21875,1
f4624d4c8dcd2d63c96c3e7551e23d7644c2374fb2afc9059aea0b73e813bd9c,1.609375,16.625,-15.015625,1
f49aa09d59adcc72d3155d742f125df25a420304f6a1f30d6b4959809cdea2c4,1.5078125,17.625,-16.1171875,1
f551d02d1e4f1ebb6f5daca3923e9098af4c0cea879a2444e068e454109be7be,-1.40625,16.875,-18.28125,1
f5aea3cc4333824416a2e60bc1ffa0d37c866e53e84ca91002bef7b0015fbe4d,-0.1845703125,16.625,-16.8095703125,1
f696a5a6e398296c29bf75aa10252060f64432acc4286453d240e2da43fbe644,13.3125,17.375,-4.0625,1
f7ed76630dcd8576ddce2626227f7c4cac2dafaa8bd02791a38c5dfa3b53a0f2,12.75,-0.396484375,13.146484375,0
fab3b955cb082eceaca7be7e6cf0221e2c37e4288bfd62a4ad0bbe0dc6096a73,5.03125,18.75,-13.71875,1
fe2a18aba063b4f66fc1e6599b9cfd51a1caea30686193f3cf0d316f1c430439,13.4375,15.6875,-2.25,1
ff5591d3c522294a132d32c6e1a6d20c54ec766094cc7d37704b6b991323a0fe,-0.0164794921875,15.75,-15.7664794921875,1
